context,question,answer_start,answer_text,language
"शेष बैंड सदस्यों ने ""स्वतंत्र महिला भाग I"" रिकॉर्ड किया, जो 2000 की फिल्म, चार्ली के स्वर्गदूतों के साउंडट्रैक पर दिखाई दिया। यह उनका सबसे अच्छा सौंदर्य एकल बन गया, यू टॉपिंग। लगातार हफ्तों के लिए बिलबोर्ड हॉट 100 चार्ट। 2001 की शुरुआत में, डेस्टिनी का बच्चा अपना तीसरा एल्बम पूरा कर रहा था, बेयोनसे ने एमटीवी मेड-फॉर-टेलीविज़न फिल्म, कारमेन में एक प्रमुख भूमिका निभाई: एक हिप होपेरा, अमेरिकी अभिनेता मेखी फिफ्टर के साथ अभिनीत। फिलाडेल्फिया में सेट, फिल्म फ्रांसीसी संगीतकार जॉर्जिज बिज़ेट द्वारा 19 वीं शताब्दी ओपेरा कारमेन की एक आधुनिक व्याख्या है। जब मई 2001 में तीसरा एल्बम उत्तरजीवी जारी किया गया था, लकीट और रॉबर्सन ने दावा किया था कि गाने उनके लिए लक्षित थे। एल्बम ने यू पर नंबर एक पर शुरुआत की। बिलबोर्ड 200, 663,000 प्रतियों की पहली सप्ताह की बिक्री के साथ बेची गई। एल्बम ने अन्य नंबर-वन हिट, ""बूटियस"" और शीर्षक ट्रैक, ""उत्तरजीवी"", जिसने उत्तरार्द्ध समूह को एक डीयूओ या समूह द्वारा वोकल्स के साथ सर्वश्रेष्ठ आर एंड बी प्रदर्शन के लिए ग्रैमी अवॉर्ड अर्जित किया। अक्टूबर 2001 में क्रिसमस के 8 दिनों के अपने अवकाश एल्बम को जारी करने के बाद, समूह ने सोलो करियर को आगे बढ़ाने के लिए एक अंतराल की घोषणा की।","किस नेटवर्क के लिए, बेयोनस ने एक प्रमुख फिल्म भूमिका निभाई?",303,एमटीवी,hindi
"शेष बैंड सदस्यों ने ""स्वतंत्र महिला भाग I"" रिकॉर्ड किया, जो 2000 की फिल्म, चार्ली के स्वर्गदूतों के साउंडट्रैक पर दिखाई दिया। यह उनका सबसे अच्छा सौंदर्य एकल बन गया, यू टॉपिंग। लगातार हफ्तों के लिए बिलबोर्ड हॉट 100 चार्ट। 2001 की शुरुआत में, डेस्टिनी का बच्चा अपना तीसरा एल्बम पूरा कर रहा था, बेयोनसे ने एमटीवी मेड-फॉर-टेलीविज़न फिल्म, कारमेन में एक प्रमुख भूमिका निभाई: एक हिप होपेरा, अमेरिकी अभिनेता मेखी फिफ्टर के साथ अभिनीत। फिलाडेल्फिया में सेट, फिल्म फ्रांसीसी संगीतकार जॉर्जिज बिज़ेट द्वारा 19 वीं शताब्दी ओपेरा कारमेन की एक आधुनिक व्याख्या है। जब मई 2001 में तीसरा एल्बम उत्तरजीवी जारी किया गया था, लकीट और रॉबर्सन ने दावा किया था कि गाने उनके लिए लक्षित थे। एल्बम ने यू पर नंबर एक पर शुरुआत की। बिलबोर्ड 200, 663,000 प्रतियों की पहली सप्ताह की बिक्री के साथ बेची गई। एल्बम ने अन्य नंबर-वन हिट, ""बूटियस"" और शीर्षक ट्रैक, ""उत्तरजीवी"", जिसने उत्तरार्द्ध समूह को एक डीयूओ या समूह द्वारा वोकल्स के साथ सर्वश्रेष्ठ आर एंड बी प्रदर्शन के लिए ग्रैमी अवॉर्ड अर्जित किया। अक्टूबर 2001 में क्रिसमस के 8 दिनों के अपने अवकाश एल्बम को जारी करने के बाद, समूह ने सोलो करियर को आगे बढ़ाने के लिए एक अंतराल की घोषणा की।",डेस्टिनी चाइल्ड का तीसरा एल्बम का नाम क्या था?,579,उत्तरजीवी,hindi
"शेष बैंड सदस्यों ने ""स्वतंत्र महिला भाग I"" रिकॉर्ड किया, जो 2000 की फिल्म, चार्ली के स्वर्गदूतों के साउंडट्रैक पर दिखाई दिया। यह उनका सबसे अच्छा सौंदर्य एकल बन गया, यू टॉपिंग। लगातार हफ्तों के लिए बिलबोर्ड हॉट 100 चार्ट। 2001 की शुरुआत में, डेस्टिनी का बच्चा अपना तीसरा एल्बम पूरा कर रहा था, बेयोनसे ने एमटीवी मेड-फॉर-टेलीविज़न फिल्म, कारमेन में एक प्रमुख भूमिका निभाई: एक हिप होपेरा, अमेरिकी अभिनेता मेखी फिफ्टर के साथ अभिनीत। फिलाडेल्फिया में सेट, फिल्म फ्रांसीसी संगीतकार जॉर्जिज बिज़ेट द्वारा 19 वीं शताब्दी ओपेरा कारमेन की एक आधुनिक व्याख्या है। जब मई 2001 में तीसरा एल्बम उत्तरजीवी जारी किया गया था, लकीट और रॉबर्सन ने दावा किया था कि गाने उनके लिए लक्षित थे। एल्बम ने यू पर नंबर एक पर शुरुआत की। बिलबोर्ड 200, 663,000 प्रतियों की पहली सप्ताह की बिक्री के साथ बेची गई। एल्बम ने अन्य नंबर-वन हिट, ""बूटियस"" और शीर्षक ट्रैक, ""उत्तरजीवी"", जिसने उत्तरार्द्ध समूह को एक डीयूओ या समूह द्वारा वोकल्स के साथ सर्वश्रेष्ठ आर एंड बी प्रदर्शन के लिए ग्रैमी अवॉर्ड अर्जित किया। अक्टूबर 2001 में क्रिसमस के 8 दिनों के अपने अवकाश एल्बम को जारी करने के बाद, समूह ने सोलो करियर को आगे बढ़ाने के लिए एक अंतराल की घोषणा की।",जिन्होंने उत्तरजीवी पर मुकदमा दायर किया?,607,लकीट और रॉबर्सन,hindi
"जुलाई 2002 में, बेयोनसे ने अपने अभिनय करियर को कॉमेडी फिल्म, ऑस्टिन पावर में गोल्डमेम्बर में माइक मायर्स के साथ फॉक्सक्सी क्लियोपेट्रा खेलना जारी रखा, जिसने यूएस बॉक्स ऑफिस के ऊपर अपना पहला सप्ताहांत खर्च किया और 73 मिलियन डॉलर कमाए। बेयोनसे ने अपने साउंडट्रैक एल्बम से लीड सिंगल के रूप में ""वर्क इट आउट"" जारी किया जो यूके, नॉर्वे और बेल्जियम में शीर्ष दस में प्रवेश किया। 2003 में, बेयोनसे ने क्यूबा गुडिंग, जूनियर के विपरीत अभिनय किया। , संगीत कॉमेडी में लिली के रूप में लड़ने की प्रलोभन, एक एकल माँ जिसे गुडिंग का चरित्र प्यार में पड़ता है। फिल्म ने आलोचकों से मिश्रित समीक्षा प्राप्त की लेकिन यू में $ 30 मिलियन की कमाई। बेयोनसे ने फिल्म के साउंडट्रैक एल्बम, मिस्सी इलियट, एमसी लाइटे और फ्री के साथ लीड सिंगल के रूप में ""फाइटिंग टेम्पटेशन"" जारी किया, जिसे फिल्म को बढ़ावा देने के लिए भी इस्तेमाल किया गया था। साउंडट्रैक, ""ग्रीष्मकालीन"" में बेयोनसे का योगदान, अमेरिकी चार्ट पर बेहतर प्रदर्शन किया।","फिल्म में बेयोनस स्टार ने किसने किया, ""गोल्डमेम्बर में ऑस्टिन पावर""?",93,माइक मायर्स,hindi
"जुलाई 2002 में, बेयोनसे ने अपने अभिनय करियर को कॉमेडी फिल्म, ऑस्टिन पावर में गोल्डमेम्बर में माइक मायर्स के साथ फॉक्सक्सी क्लियोपेट्रा खेलना जारी रखा, जिसने यूएस बॉक्स ऑफिस के ऊपर अपना पहला सप्ताहांत खर्च किया और 73 मिलियन डॉलर कमाए। बेयोनसे ने अपने साउंडट्रैक एल्बम से लीड सिंगल के रूप में ""वर्क इट आउट"" जारी किया जो यूके, नॉर्वे और बेल्जियम में शीर्ष दस में प्रवेश किया। 2003 में, बेयोनसे ने क्यूबा गुडिंग, जूनियर के विपरीत अभिनय किया। , संगीत कॉमेडी में लिली के रूप में लड़ने की प्रलोभन, एक एकल माँ जिसे गुडिंग का चरित्र प्यार में पड़ता है। फिल्म ने आलोचकों से मिश्रित समीक्षा प्राप्त की लेकिन यू में $ 30 मिलियन की कमाई। बेयोनसे ने फिल्म के साउंडट्रैक एल्बम, मिस्सी इलियट, एमसी लाइटे और फ्री के साथ लीड सिंगल के रूप में ""फाइटिंग टेम्पटेशन"" जारी किया, जिसे फिल्म को बढ़ावा देने के लिए भी इस्तेमाल किया गया था। साउंडट्रैक, ""ग्रीष्मकालीन"" में बेयोनसे का योगदान, अमेरिकी चार्ट पर बेहतर प्रदर्शन किया।",जिन्होंने "द फाइटिंग प्रलोभन" फिल्म में लीड सिंगल को रिकॉर्ड किया?,663,मिस्सी इलियट,hindi
"जुलाई 2002 में, बेयोनसे ने अपने अभिनय करियर को कॉमेडी फिल्म, ऑस्टिन पावर में गोल्डमेम्बर में माइक मायर्स के साथ फॉक्सक्सी क्लियोपेट्रा खेलना जारी रखा, जिसने यूएस बॉक्स ऑफिस के ऊपर अपना पहला सप्ताहांत खर्च किया और 73 मिलियन डॉलर कमाए। बेयोनसे ने अपने साउंडट्रैक एल्बम से लीड सिंगल के रूप में ""वर्क इट आउट"" जारी किया जो यूके, नॉर्वे और बेल्जियम में शीर्ष दस में प्रवेश किया। 2003 में, बेयोनसे ने क्यूबा गुडिंग, जूनियर के विपरीत अभिनय किया। , संगीत कॉमेडी में लिली के रूप में लड़ने की प्रलोभन, एक एकल माँ जिसे गुडिंग का चरित्र प्यार में पड़ता है। फिल्म ने आलोचकों से मिश्रित समीक्षा प्राप्त की लेकिन यू में $ 30 मिलियन की कमाई। बेयोनसे ने फिल्म के साउंडट्रैक एल्बम, मिस्सी इलियट, एमसी लाइटे और फ्री के साथ लीड सिंगल के रूप में ""फाइटिंग टेम्पटेशन"" जारी किया, जिसे फिल्म को बढ़ावा देने के लिए भी इस्तेमाल किया गया था। साउंडट्रैक, ""ग्रीष्मकालीन"" में बेयोनसे का योगदान, अमेरिकी चार्ट पर बेहतर प्रदर्शन किया।",फिल्म "गोल्डमेम्बर" सकल कितनी बड़ी राशि थी?,213,73 मिलियन,hindi
"जुलाई 2002 में, बेयोनसे ने अपने अभिनय करियर को कॉमेडी फिल्म, ऑस्टिन पावर में गोल्डमेम्बर में माइक मायर्स के साथ फॉक्सक्सी क्लियोपेट्रा खेलना जारी रखा, जिसने यूएस बॉक्स ऑफिस के ऊपर अपना पहला सप्ताहांत खर्च किया और 73 मिलियन डॉलर कमाए। बेयोनसे ने अपने साउंडट्रैक एल्बम से लीड सिंगल के रूप में ""वर्क इट आउट"" जारी किया जो यूके, नॉर्वे और बेल्जियम में शीर्ष दस में प्रवेश किया। 2003 में, बेयोनसे ने क्यूबा गुडिंग, जूनियर के विपरीत अभिनय किया। , संगीत कॉमेडी में लिली के रूप में लड़ने की प्रलोभन, एक एकल माँ जिसे गुडिंग का चरित्र प्यार में पड़ता है। फिल्म ने आलोचकों से मिश्रित समीक्षा प्राप्त की लेकिन यू में $ 30 मिलियन की कमाई। बेयोनसे ने फिल्म के साउंडट्रैक एल्बम, मिस्सी इलियट, एमसी लाइटे और फ्री के साथ लीड सिंगल के रूप में ""फाइटिंग टेम्पटेशन"" जारी किया, जिसे फिल्म को बढ़ावा देने के लिए भी इस्तेमाल किया गया था। साउंडट्रैक, ""ग्रीष्मकालीन"" में बेयोनसे का योगदान, अमेरिकी चार्ट पर बेहतर प्रदर्शन किया।","आलोचकों ने फिल्म को कैसे देखा, '' द फाइटिंग प्रलोभन ''?",564,मिश्रित समीक्षा,hindi
"जुलाई 2002 में, बेयोनसे ने अपने अभिनय करियर को कॉमेडी फिल्म, ऑस्टिन पावर में गोल्डमेम्बर में माइक मायर्स के साथ फॉक्सक्सी क्लियोपेट्रा खेलना जारी रखा, जिसने यूएस बॉक्स ऑफिस के ऊपर अपना पहला सप्ताहांत खर्च किया और 73 मिलियन डॉलर कमाए। बेयोनसे ने अपने साउंडट्रैक एल्बम से लीड सिंगल के रूप में ""वर्क इट आउट"" जारी किया जो यूके, नॉर्वे और बेल्जियम में शीर्ष दस में प्रवेश किया। 2003 में, बेयोनसे ने क्यूबा गुडिंग, जूनियर के विपरीत अभिनय किया। , संगीत कॉमेडी में लिली के रूप में लड़ने की प्रलोभन, एक एकल माँ जिसे गुडिंग का चरित्र प्यार में पड़ता है। फिल्म ने आलोचकों से मिश्रित समीक्षा प्राप्त की लेकिन यू में $ 30 मिलियन की कमाई। बेयोनसे ने फिल्म के साउंडट्रैक एल्बम, मिस्सी इलियट, एमसी लाइटे और फ्री के साथ लीड सिंगल के रूप में ""फाइटिंग टेम्पटेशन"" जारी किया, जिसे फिल्म को बढ़ावा देने के लिए भी इस्तेमाल किया गया था। साउंडट्रैक, ""ग्रीष्मकालीन"" में बेयोनसे का योगदान, अमेरिकी चार्ट पर बेहतर प्रदर्शन किया।",गोल्डमेम्बर में ऑस्टिन शक्तियों में बेयोनसे का चरित्र क्या था?,112,फॉक्सक्सी क्लियोपेट्रा,hindi
"बेयोनसे की पहली सोलो रिकॉर्डिंग जे जेड के ""'03 बोनी और क्लाइड"" पर एक विशेषता थी जिसे अक्टूबर 2002 में रिलीज़ किया गया था, जो यू पर नंबर चार पर पहुंच गया था। बिलबोर्ड हॉट 100 चार्ट। मिशेल विलियम्स और केली रोलैंड ने अपने एकल प्रयासों को रिहा करने के बाद 24 जून, 2003 को प्यार में उनके पहले एकल एल्बम को रिलीज़ किया गया था। एल्बम ने अपने पहले सप्ताह में 317,000 प्रतियां बेचीं, बिलबोर्ड 200 के ऊपर से शुरू की, और तब से दुनिया भर में 11 मिलियन प्रतियां बेची गई हैं। एल्बम का लीड सिंगल, ""क्रेजी इन लव"", जे जेड की विशेषता वाले, बेयोनसे का पहला नंबर-वन एक एकल कलाकार के रूप में एक एकल कलाकार बन गया। एकल ""बेबी बॉय"" भी नंबर एक, और एकल, ""मी, मैं और मैं"" और ""शरारती लड़की"" तक पहुंच गया, दोनों शीर्ष पांच तक पहुंच गए। एल्बम ने 46 वें वार्षिक ग्रैमी अवॉर्ड्स में बेयोनसे को रिकॉर्ड-टाईजिंग पांच पुरस्कार अर्जित किया;सर्वश्रेष्ठ समकालीन आर एंड बी एल्बम, ""खतरनाक रूप से प्यार 2"" के लिए सर्वश्रेष्ठ महिला आर एंड बी वोकल प्रदर्शन, सर्वश्रेष्ठ आर एंड बी गीत और ""क्रेज़ी इन लव"" के लिए सर्वश्रेष्ठ रैप / सुंग सहयोग, और एक डीयूओ या समूह द्वारा सर्वश्रेष्ठ आर एंड बी प्रदर्शन ""द क्लोजर I के लिएलूथर वांड्रॉस के साथ ""।",अपनी शुरुआत के बाद से दुनिया भर में "खतरनाक रूप से प्यार" क्या है?,430,11 मिलियन,hindi
"बेयोनसे की पहली सोलो रिकॉर्डिंग जे जेड के ""'03 बोनी और क्लाइड"" पर एक विशेषता थी जिसे अक्टूबर 2002 में रिलीज़ किया गया था, जो यू पर नंबर चार पर पहुंच गया था। बिलबोर्ड हॉट 100 चार्ट। मिशेल विलियम्स और केली रोलैंड ने अपने एकल प्रयासों को रिहा करने के बाद 24 जून, 2003 को प्यार में उनके पहले एकल एल्बम को रिलीज़ किया गया था। एल्बम ने अपने पहले सप्ताह में 317,000 प्रतियां बेचीं, बिलबोर्ड 200 के ऊपर से शुरू की, और तब से दुनिया भर में 11 मिलियन प्रतियां बेची गई हैं। एल्बम का लीड सिंगल, ""क्रेजी इन लव"", जे जेड की विशेषता वाले, बेयोनसे का पहला नंबर-वन एक एकल कलाकार के रूप में एक एकल कलाकार बन गया। एकल ""बेबी बॉय"" भी नंबर एक, और एकल, ""मी, मैं और मैं"" और ""शरारती लड़की"" तक पहुंच गया, दोनों शीर्ष पांच तक पहुंच गए। एल्बम ने 46 वें वार्षिक ग्रैमी अवॉर्ड्स में बेयोनसे को रिकॉर्ड-टाईजिंग पांच पुरस्कार अर्जित किया;सर्वश्रेष्ठ समकालीन आर एंड बी एल्बम, ""खतरनाक रूप से प्यार 2"" के लिए सर्वश्रेष्ठ महिला आर एंड बी वोकल प्रदर्शन, सर्वश्रेष्ठ आर एंड बी गीत और ""क्रेज़ी इन लव"" के लिए सर्वश्रेष्ठ रैप / सुंग सहयोग, और एक डीयूओ या समूह द्वारा सर्वश्रेष्ठ आर एंड बी प्रदर्शन ""द क्लोजर I के लिएलूथर वांड्रॉस के साथ ""।",अपने पहले एल्बम से कितने शीर्ष पांच एकल आए?,136,चार,hindi
"बेयोनसे की पहली सोलो रिकॉर्डिंग जे जेड के ""'03 बोनी और क्लाइड"" पर एक विशेषता थी जिसे अक्टूबर 2002 में रिलीज़ किया गया था, जो यू पर नंबर चार पर पहुंच गया था। बिलबोर्ड हॉट 100 चार्ट। मिशेल विलियम्स और केली रोलैंड ने अपने एकल प्रयासों को रिहा करने के बाद 24 जून, 2003 को प्यार में उनके पहले एकल एल्बम को रिलीज़ किया गया था। एल्बम ने अपने पहले सप्ताह में 317,000 प्रतियां बेचीं, बिलबोर्ड 200 के ऊपर से शुरू की, और तब से दुनिया भर में 11 मिलियन प्रतियां बेची गई हैं। एल्बम का लीड सिंगल, ""क्रेजी इन लव"", जे जेड की विशेषता वाले, बेयोनसे का पहला नंबर-वन एक एकल कलाकार के रूप में एक एकल कलाकार बन गया। एकल ""बेबी बॉय"" भी नंबर एक, और एकल, ""मी, मैं और मैं"" और ""शरारती लड़की"" तक पहुंच गया, दोनों शीर्ष पांच तक पहुंच गए। एल्बम ने 46 वें वार्षिक ग्रैमी अवॉर्ड्स में बेयोनसे को रिकॉर्ड-टाईजिंग पांच पुरस्कार अर्जित किया;सर्वश्रेष्ठ समकालीन आर एंड बी एल्बम, ""खतरनाक रूप से प्यार 2"" के लिए सर्वश्रेष्ठ महिला आर एंड बी वोकल प्रदर्शन, सर्वश्रेष्ठ आर एंड बी गीत और ""क्रेज़ी इन लव"" के लिए सर्वश्रेष्ठ रैप / सुंग सहयोग, और एक डीयूओ या समूह द्वारा सर्वश्रेष्ठ आर एंड बी प्रदर्शन ""द क्लोजर I के लिएलूथर वांड्रॉस के साथ ""।",बेयोनसे ने अपना पहला सोलो एल्बम कब रिलीज़ किया?,252,"24 जून, 2003",hindi
"नवंबर 2003 में, उन्होंने यूरोप में खतरनाक रूप से प्यार दौरे की शुरुआत की और बाद में उत्तरी अमेरिका में वेरिज़ोन महिलाओं के पहले दौरे के लिए मिस्सी इलियट और एलिसिया कीज के साथ दौरा किया। 1 फरवरी, 2004 को, बेयोनसे ने ह्यूस्टन, टेक्सास में रिलायंट स्टेडियम में सुपर बाउल XXXVIII में अमेरिकी राष्ट्रीय गान प्रदर्शन किया। प्यार में खतरनाक रूप से रिलीज के बाद, बेयोनसे ने बाएं ओवर ट्रैक का उपयोग करके एक फॉलो-अप एल्बम तैयार करने की योजना बनाई थी। हालांकि, इसे पकड़ रखा गया था ताकि वह डेस्टिनी के बच्चे द्वारा अंतिम स्टूडियो एल्बम को पूरा करने के लिए भाग्य पर ध्यान केंद्रित कर सके। 15 नवंबर, 2004 को जारी किया गया, अमेरिका में और बिलबोर्ड 200 पर नंबर दो पर पहुंचे, भाग्य ने पूरा किया कि एकल ""मेरी सांस खोना"" और ""सैनिक"", जो बिलबोर्ड हॉट 100 चार्ट पर शीर्ष पांच तक पहुंच गया। डेस्टिनी का बच्चा एक विश्वव्यापी संगीत कार्यक्रम दौरे पर शुरू हुआ, भाग्य पूरा हुआ। और 11 जून, 2005 को बार्सिलोना में अपने यूरोपीय दौरे के आखिरी स्टॉप के दौरान, रोवलैंड ने घोषणा की कि डेस्टिनी का बच्चा दौरे के उत्तरी अमेरिकी पैर के बाद विघटित होगा। समूह ने 25 अक्टूबर, 2005 को अमेरिका में अपना पहला संकलन एल्बम नंबर 1 जारी किया और मार्च 2006 में हॉलीवुड वॉक ऑफ फेम पर एक स्टार स्वीकार किया।",डेस्टिनी के चाइल्ड का अंतिम एल्बम का नाम क्या था?,835,भाग्य पूरा हुआ,hindi
"नवंबर 2003 में, उन्होंने यूरोप में खतरनाक रूप से प्यार दौरे की शुरुआत की और बाद में उत्तरी अमेरिका में वेरिज़ोन महिलाओं के पहले दौरे के लिए मिस्सी इलियट और एलिसिया कीज के साथ दौरा किया। 1 फरवरी, 2004 को, बेयोनसे ने ह्यूस्टन, टेक्सास में रिलायंट स्टेडियम में सुपर बाउल XXXVIII में अमेरिकी राष्ट्रीय गान प्रदर्शन किया। प्यार में खतरनाक रूप से रिलीज के बाद, बेयोनसे ने बाएं ओवर ट्रैक का उपयोग करके एक फॉलो-अप एल्बम तैयार करने की योजना बनाई थी। हालांकि, इसे पकड़ रखा गया था ताकि वह डेस्टिनी के बच्चे द्वारा अंतिम स्टूडियो एल्बम को पूरा करने के लिए भाग्य पर ध्यान केंद्रित कर सके। 15 नवंबर, 2004 को जारी किया गया, अमेरिका में और बिलबोर्ड 200 पर नंबर दो पर पहुंचे, भाग्य ने पूरा किया कि एकल ""मेरी सांस खोना"" और ""सैनिक"", जो बिलबोर्ड हॉट 100 चार्ट पर शीर्ष पांच तक पहुंच गया। डेस्टिनी का बच्चा एक विश्वव्यापी संगीत कार्यक्रम दौरे पर शुरू हुआ, भाग्य पूरा हुआ। और 11 जून, 2005 को बार्सिलोना में अपने यूरोपीय दौरे के आखिरी स्टॉप के दौरान, रोवलैंड ने घोषणा की कि डेस्टिनी का बच्चा दौरे के उत्तरी अमेरिकी पैर के बाद विघटित होगा। समूह ने 25 अक्टूबर, 2005 को अमेरिका में अपना पहला संकलन एल्बम नंबर 1 जारी किया और मार्च 2006 में हॉलीवुड वॉक ऑफ फेम पर एक स्टार स्वीकार किया।",भाग्य के बच्चे को किस वर्ष में हॉलीवुड वॉक ऑफ फेम पर एक स्टार मिला?,1104,2006,hindi
"नवंबर 2003 में, उन्होंने यूरोप में खतरनाक रूप से प्यार दौरे की शुरुआत की और बाद में उत्तरी अमेरिका में वेरिज़ोन महिलाओं के पहले दौरे के लिए मिस्सी इलियट और एलिसिया कीज के साथ दौरा किया। 1 फरवरी, 2004 को, बेयोनसे ने ह्यूस्टन, टेक्सास में रिलायंट स्टेडियम में सुपर बाउल XXXVIII में अमेरिकी राष्ट्रीय गान प्रदर्शन किया। प्यार में खतरनाक रूप से रिलीज के बाद, बेयोनसे ने बाएं ओवर ट्रैक का उपयोग करके एक फॉलो-अप एल्बम तैयार करने की योजना बनाई थी। हालांकि, इसे पकड़ रखा गया था ताकि वह डेस्टिनी के बच्चे द्वारा अंतिम स्टूडियो एल्बम को पूरा करने के लिए भाग्य पर ध्यान केंद्रित कर सके। 15 नवंबर, 2004 को जारी किया गया, अमेरिका में और बिलबोर्ड 200 पर नंबर दो पर पहुंचे, भाग्य ने पूरा किया कि एकल ""मेरी सांस खोना"" और ""सैनिक"", जो बिलबोर्ड हॉट 100 चार्ट पर शीर्ष पांच तक पहुंच गया। डेस्टिनी का बच्चा एक विश्वव्यापी संगीत कार्यक्रम दौरे पर शुरू हुआ, भाग्य पूरा हुआ। और 11 जून, 2005 को बार्सिलोना में अपने यूरोपीय दौरे के आखिरी स्टॉप के दौरान, रोवलैंड ने घोषणा की कि डेस्टिनी का बच्चा दौरे के उत्तरी अमेरिकी पैर के बाद विघटित होगा। समूह ने 25 अक्टूबर, 2005 को अमेरिका में अपना पहला संकलन एल्बम नंबर 1 जारी किया और मार्च 2006 में हॉलीवुड वॉक ऑफ फेम पर एक स्टार स्वीकार किया।",किस वर्ष ने यूरोप के प्रेम दौरे में खतरनाक तरीके से खतरनाक तरीके से शुरुआत की?,0,नवंबर 2003,hindi
"नवंबर 2003 में, उन्होंने यूरोप में खतरनाक रूप से प्यार दौरे की शुरुआत की और बाद में उत्तरी अमेरिका में वेरिज़ोन महिलाओं के पहले दौरे के लिए मिस्सी इलियट और एलिसिया कीज के साथ दौरा किया। 1 फरवरी, 2004 को, बेयोनसे ने ह्यूस्टन, टेक्सास में रिलायंट स्टेडियम में सुपर बाउल XXXVIII में अमेरिकी राष्ट्रीय गान प्रदर्शन किया। प्यार में खतरनाक रूप से रिलीज के बाद, बेयोनसे ने बाएं ओवर ट्रैक का उपयोग करके एक फॉलो-अप एल्बम तैयार करने की योजना बनाई थी। हालांकि, इसे पकड़ रखा गया था ताकि वह डेस्टिनी के बच्चे द्वारा अंतिम स्टूडियो एल्बम को पूरा करने के लिए भाग्य पर ध्यान केंद्रित कर सके। 15 नवंबर, 2004 को जारी किया गया, अमेरिका में और बिलबोर्ड 200 पर नंबर दो पर पहुंचे, भाग्य ने पूरा किया कि एकल ""मेरी सांस खोना"" और ""सैनिक"", जो बिलबोर्ड हॉट 100 चार्ट पर शीर्ष पांच तक पहुंच गया। डेस्टिनी का बच्चा एक विश्वव्यापी संगीत कार्यक्रम दौरे पर शुरू हुआ, भाग्य पूरा हुआ। और 11 जून, 2005 को बार्सिलोना में अपने यूरोपीय दौरे के आखिरी स्टॉप के दौरान, रोवलैंड ने घोषणा की कि डेस्टिनी का बच्चा दौरे के उत्तरी अमेरिकी पैर के बाद विघटित होगा। समूह ने 25 अक्टूबर, 2005 को अमेरिका में अपना पहला संकलन एल्बम नंबर 1 जारी किया और मार्च 2006 में हॉलीवुड वॉक ऑफ फेम पर एक स्टार स्वीकार किया।",भाग्य के बच्चे के अंतिम एल्बम का नाम क्या था?,835,भाग्य पूरा हुआ,hindi
"नवंबर 2003 में, उन्होंने यूरोप में खतरनाक रूप से प्यार दौरे की शुरुआत की और बाद में उत्तरी अमेरिका में वेरिज़ोन महिलाओं के पहले दौरे के लिए मिस्सी इलियट और एलिसिया कीज के साथ दौरा किया। 1 फरवरी, 2004 को, बेयोनसे ने ह्यूस्टन, टेक्सास में रिलायंट स्टेडियम में सुपर बाउल XXXVIII में अमेरिकी राष्ट्रीय गान प्रदर्शन किया। प्यार में खतरनाक रूप से रिलीज के बाद, बेयोनसे ने बाएं ओवर ट्रैक का उपयोग करके एक फॉलो-अप एल्बम तैयार करने की योजना बनाई थी। हालांकि, इसे पकड़ रखा गया था ताकि वह डेस्टिनी के बच्चे द्वारा अंतिम स्टूडियो एल्बम को पूरा करने के लिए भाग्य पर ध्यान केंद्रित कर सके। 15 नवंबर, 2004 को जारी किया गया, अमेरिका में और बिलबोर्ड 200 पर नंबर दो पर पहुंचे, भाग्य ने पूरा किया कि एकल ""मेरी सांस खोना"" और ""सैनिक"", जो बिलबोर्ड हॉट 100 चार्ट पर शीर्ष पांच तक पहुंच गया। डेस्टिनी का बच्चा एक विश्वव्यापी संगीत कार्यक्रम दौरे पर शुरू हुआ, भाग्य पूरा हुआ। और 11 जून, 2005 को बार्सिलोना में अपने यूरोपीय दौरे के आखिरी स्टॉप के दौरान, रोवलैंड ने घोषणा की कि डेस्टिनी का बच्चा दौरे के उत्तरी अमेरिकी पैर के बाद विघटित होगा। समूह ने 25 अक्टूबर, 2005 को अमेरिका में अपना पहला संकलन एल्बम नंबर 1 जारी किया और मार्च 2006 में हॉलीवुड वॉक ऑफ फेम पर एक स्टार स्वीकार किया।",यह घोषणा की गई थी कि डेस्टिनी का बच्चा यूरोपीय शहर में नहीं होगा?,870,बार्सिलोना,hindi
