label	review
pos	"it was only a matter of time before a dilbert-esque office comedy hit the screens . 
however , rather than coming from dilbert creator scott adams , office space is instead based on the work of another animator , mike judge , creator of beavis and butthead and king of the hill . 
in his live-action directoral debut , judge aptly spoofs corporate culture . 
the story is certainly not very involved , but there is plenty of truth and humor to fill the gaps . 
peter ( ron livingston ) is a programmer working at the initech corporation . 
every day in his mundane life is worse than the one before . . . in 
other words , every day is the worst day in his entire life . 
he's stuck in a boring job with eight different supervisors , all obsessed with administrative trivialities . 
he's smitten with joanna ( jennifer aniston ) , a local waitress , but hasn't the guts to even introduce himself . 
everything has simply made him a complete , nervous wreck . 
but all of that changes when , after an unintentionally over-effective visit to a hypnotherapist , peter loses all of his inhibitions . 
he realizes his lifelong dream : to do absolutely nothing . 
he begins to blatantly disregard the nonsensical instructions of his boss , bill lumbergh ( gary cole ) , doing whatever he feels like . 
peter's friends and co-workers , samir ( ajay naidu ) and michael bolton ( david herman ) . . . no , 
not that michael bolton , are perplexed by their friend's sudden change in attitude . 
but , they have larger things to worry about : rumors about that initech is about to begin downsizing . . . 
as bleak as much of this sounds , let me assure you that office space is a comedy , and quite a funny one . 
although it shares the same absurdist office humor of the dilbert comic strip , office space is actually based loosely on the series of milton cartoons which aired on saturday night life . 
each mundane detail , taken by itself , seems completely , regrettably , plausible . 
yet , when combined into a whole , the picture which results is absolutely surreal . 
ron livingston tackles his role straight-faced , and becomes much funnier because of it . 
his character isn't simply being a clown lampooning around the office , but rather seems possessed by a zen-like clarity . 
he is operating on a higher plane , where everything suddenly makes sense , and from this vantage point , he allows the audience to smirk at the absurdities of life . 
anyone who has had to deal with the inefficiencies of corporate bureaucracy , or who has ever been frustrated with the technology of modern life , will recognize many of the characters and situations in the film . 
in fact , in addition to being wildly humorous , the film may actually prove to be cathartic . 
the animated roots of office space show in the film's lack of complexity . 
most of the characters in the film can be quickly summarized by a particular personality quirk . 
one employee , milton ( stephen root ) , is practically a flesh-and-blood cartoon . 
however , despite their simple nature , the characters still manage to be surprisingly funny . 
it's not required to have a corporate background to enjoy this film ( though the situations may seem exceedingly far-fetched if you are unfamiliar with just how close to reality they really are ) . 
the film is flimsy and absurd , but also very funny . 
"
neg	"if there were a subject just screaming to be made into a film , it was studio 54 , the late steve rubell's infamous new york discotheque , which came to symbolize the taboo-smashing excesses of the disco era's heyday : easy drugs and even easier sex between everyone , all set to a thumping dance beat . 
so when miramax started production on _54_ last year , the buzz of hype and resulting anticipation began : an edgy film as down-and-dirty as the club itself , written and directed by a promising first-timer ( mark christopher ) and starring some hot young talent ( salma hayek , neve campbell , newcomer ryan phillippe , and mike myers in his dramatic debut ) . 
my , how easily does the worm turn . 
hype turned into damage control when word got out about 11th-hour reshoots ( wrapped only a month ago ) , a rash of studio-imposed edits that left virtually the entire cast and crew ( especially christopher ) unhappy , and the very likely possibility that miramax would not screen the finished film for critics . 
at the last minute , though , miramax did decide to screen the film ( so hastily scheduled was the screening that myers's last name was misspelled on the invitation , not to mention the numerous typos in the press notes ) for a media audience that came away noticeably less than impressed , myself included . 
and with good reason--somehow , some way , the supremely disappointing _54_ has made the historically hip haven of hedonism . . . 
boring . 
although christopher has distanced himself from the finished film , he still must shoulder some of the blame for _54_'s lifelessness . 
_54_ focuses , for the most part , on a tight-knit trio of employees at the club : coat check girl/aspiring disco diva anita ( a wasted hayek ) ; her busboy husband , greg ( breckin meyer ) ; and , most prominently , the fresh-from-jersey shane o'shea ( phillippe ) , who enjoys a quick rise from busboy to head bartender . 
these characters are about as generic as those descriptions . 
in focusing on the hired help , christopher really missed the boat . 
with the exception of the flamboyant , always-woozy rubell ( myers , in a well-modulated turn ) , the meaty stories to be told at studio 54 are not the workers' but those of the people who went there to party ; not necessarily the numerous vip guests , but the wild eccentrics who managed to be picked from the crowd by the club's famously hard-ass doormen and dance ( among other things ) the night away with the rich , famous , and infamous ( the only taste of the crowd comes by way of ellen dow's feisty dottie , a disco- and drug-crazed granny , but she's a peripheral character at best ) . 
as such , aside from the expected overhead crowd shots , there is precious little actual _dancing_ in _54_ . 
what is a disco film--especially one about the pinnacle of the movement--without the dancing ? 
even whit stillman's _the_last_days_of_disco_ , which wasn't so much concerned with disco as it was witty dialogue within a group of hip-to-only-themselves club-hopping preppies , featured at least one extended dance scene . 
dancing isn't the only thing glazed over in _54_--so is the sex , but that may not be entirely christopher's fault . 
from what i've heard , his original vision was something considerably more dark and daring , starting with the shane character : he was conceived ( and actually filmed ) as a wild , morally ambiguous bisexual , which would have made an efficient springboard to cover the pansexual pleasure palace aspect of studio 54's legend . 
but somewhere between principal photography and the final cut , shane was defanged and quite literally straightened out ; consequently , so was the film . 
aside from a brief glimpse of erotic encounters toward the beginning of the film , shane's fleeting dalliance with seductive socialite billie ( sela ward ) , and an abbreviated bedhopping montage , the sexual dimension is just about ignored . 
shane , in this incarnation , is sanitized to the point of blandness , an idealistic do-gooder who pines for a frequent guest at the club , julie black ( campbell ) , a worldly soap star with , yes , a heart of gold . 
this tacked-on "" romance "" would have been slightly less tedious if either campbell or phillippe made some connection with each other or the audience . 
they fail on both counts . 
ultimately , _54_'s failure comes down to three letters : f-u-n . 
as in , there isn't any to be had for the audience . 
too much time is spent with the boring shane , and too little is spent on the club floor , where all the action took place . 
anyhow , though , whatever time is spent on the 54 floor is not used very effectively . 
when anita finally gets her big break and perform onstage at the club , it should be a euphoric height , for her , the crowd , and the audience ; however , the moment doesn't get a chance to reach that level , for it is cut short by a moment of forced sentimentality , which also mars the film's conclusion ( one of the last-minute reshoots ) . 
strangely upbeat and wistful , the resolution is wholly unconvincing and unsatisfying . 
there is an interesting portrait of studio 54 out there--two of them , in fact--but _54_ is not one of them . 
they're on cable tv : a couple of documentaries produced by e ! and vh1 . 
these two fascinating looks at the club and all the sordid goings-on within it show that there's still a great disco movie to be made . 
the problem is , after the critical and certain box office failure of _54_ , the subject may have run its hollywood course . 
"
pos	">from the commercials , this looks like a mild-mannered neil simonesque tale with mary tyler moore baring her bra touted as the highlight . 
instead it turns out to be a hilarious film running in high gear from beginning to end . 
the concept is deceptively pedestrian . 
an adult adopted son is looking for his biological parents and encounters eccentric characters along the way . 
the movie demonstrates just how far a good script and actors can take a mundane idea . 
the son and his wife take off on the search accompanied by a woman from the agency who located his parents . 
following one dead end lead after another , each funnier than the previous , they eventually end up in new mexico with his real biological parents : alan alda and lily tomlin . 
it's difficult to condense the mile-a-minute plot . 
seemingly hundreds of scenes jump on top of each other without giving you a chance to recover from the last one . 
without giving too much away , one of the better episodes involves a gay federal alcohol , tobacco and firearms agent attempting an arrest while tripping on lsd as his bi-sexual partner is upstairs licking the armpit of a woman while her husband is in the next room seducing their traveling companion . 
and it's all done in a fairly clean , almost ( well , maybe not exactly ) family fare manner . 
a grand cast ( tomlin , alda , moore , ben stiller , patricia arquette , tea leoni , george segal ) interacts in a seamless parade of laughs . 
drawing from a more hyper woody allen style , the film succeeds beyond expectations . 
"
pos	"synopsis : in this cultural exploration , a chinese american computer engineer named fang ( peter wang ) decides to take a month-long vacation to visit his sister mrs . chao ( shen guanglan ) , her husband mr . chao ( hy xiaoguang ) , and their teenage daughter lili ( li qinqin ) in beijing after 30 years of separation . 
fang brings his asian american wife grace ( sharon iwai ) and his college-aged son paul ( kelvin han yee ) along , both of whom don't speak chinese . 
the encounter between the two families allows the audience to compare the eastern and western cultures as well as the ambitions of individual characters . 
opinion : sometimes a film is plot driven . 
sometimes it's a character sketch . 
a great wall ( 1986 ) can be called a culture sketch , as opposed to a character sketch because it gently compares a chinese american family to a beijing family . 
fang's family is thoroughly americanized . 
fang is an upper middle class professional who enjoys jogging and argues with his boss . 
his wife can't cook chinese . 
his son has a white girlfriend and complains of racism when fang encourages him to befriend an asian girl . 
meanwhile fang's beijing sister advocates absolute loyalty to the 'work unit . ' 
her husband is a retired official who has heard rumors of american depravity ( homosexuals running the streets ) , and her daughter lili longs for american freedoms in a youth culture where studying for college entrance exams is the most important thing in life . 
the two families spend a month slowly learning about each other . 
there is no ultimate 'answer' or final comprehensive understanding after the month-long vacation . 
the film is neither here nor there ; it's a neutral , meandering , gentle , portrait of life on both sides . 
"
pos	"in my reviews i try to make gentle recommendations rather than telling you what to see or what not to see . 
i realize that we all have different tastes and i cannot predict what my audience will like and what they will dislike . 
but in the case of american beauty , i must make an exception . 
if you haven't yet seen it , go see it . 
now . 
stop reading this review and head for your local multiplex , then after you've seen it , come back . 
i'll wait here . 
welcome back . 
if you followed my advice ( and i see no reason why you should not have , do you ? ) , 
i'm sure you've just had one of the richest cinematic experiences of your life . 
american beauty is an extraordinary film , a powerful , jolting exploration of the dark side of the american dream . 
it's humorous but it isn't funny because of the unrelenting ominous undercurrent that runs throughout the whole production . 
mixing comedy and the darkest of drama was the way this film was intended , and by god , it works , making it one of the year's very best . 
lester burnham ( kevin spacey ) has entered the mother of all mid-life crises . 
he is living life without a purpose . 
he is bored , depressed and sick of his sheltered , insignificant existence . 
he barely ever talks to his family , has no sex life , is stuck at a dead-end job and thinks he has no reason to live . 
but one day , when he and his equally troubled wife ( annette bening ) attend one of his daughter's ( thora birch ) cheerleading performances , he sees something that makes him come alive . 
what he sees is the performance by his daughter's friend , the head cheerleader . 
he develops a lust for the promiscuous young girl ; an obsession which soon becomes pedophilic in nature . 
but for the first time , lester feels that he is actually living . 
this crush is only the beginning . 
lester proceeds to make more and more radical changes in his life , buying the car of his dreams , cursing off the boss and quitting his job ( "" today i quit my job , told the boss to f * * * himself and blackmailed him for $60 , 000 -- would you pass the asparagus please ? "" ) , 
buying drugs from the voyeur-next-door ( ricky fitts , a teenager who mysteriously videotapes what he considers to be "" beauty "" ) and refusing to be docile in family affairs . 
his new attitude further alienates his daughter , only reassuring her that her parents are nothing more than freaks of nature unjustly forced on her by the powers that be , and inspiring her to enter a relationship with her eccentric neighbor . 
and the burnhams's neighbors provide american beauty with a significant chunk of its dramatic momentum . 
ricky fitts ( wes bentley ) serves as the film's thematic center , providing the obscure , powerful meaning of the title . 
colonel fitts , the father , is one of the most fascinating and complex characters in the movie , even considering his limited screentime . 
kevin spacey has never been better , and this performance will certainly earn him a chance to put a little gold person on his mantel . 
he never plays his droll character as a freak , rather , he effectively portrays him as a normal person led to drastic self-exploration by his dissatisfaction with life . 
spacey is poignant and devastating in the role of a lifetime . 
equally astonishing is young thora birch , who plays her potentially stereotypical rebellious teen character with suprising feeling and tenderness . 
at two hours and ten minutes , american beauty didn't feel nearly long enough . 
it's a complicated , unforgettable film that , like the ice storm two years ago , dares to explore the darkest reaches of suburban life . 
powerfully and cynically , it dissects the notion of the pretty house with the white picket fence and appealing garden being the american dream . 
it claims that this picture-perfect image is just that -- an image , and hiding behind it are lives much darker than common knowledge would have it . 
the dark , deeply ironic ending , though given away by our narrator in the first few minutes of the movie , stays with you for weeks after it's all over . 
american beauty is just the kind of uncompromising film hollywood needs every now and then to counterbalance the mindless drivel we see released ; even more so considering it's a masterpiece . 
"
neg	"martial arts master steven seagal ( not to mention director ! ) has built a career out of playing an allegedly fictitious martial arts superman who never gets hurt in fights , talks in a hushed tone , and squints at any sign of danger . 
he's also the most consistent individual in hollywood today , since all his movies suck . 
they basically represent his egotisitical tendencies about his art ( that is , martial art ) . 
i'm sure the guy's good , and he seems like a nice guy on talk shows , although a tad haughty , but these movies he makes are all the same : a guy who is basically indestructable , is maybe wounded supposedly mortally , then comes back with a vengeance and goes buddha on all the baddies asses ( although i kinda liked "" under siege "" ) . 
of course , this one , as a change , has a "" message "" that is drilled into our mind . . . of 
course , after he blows up a lot of stuff and kills a bunch of people . 
so why do i watch his crap ? 
i usually don't . 
i will never , and you can hold me to this , i will never pay to see this man's movies , unless , and only unless , he's in a supporting role ( i . e . 
 "" executive decision "" ) and i'd definitely pay if he dies ( i . e . 
 "" executive decision "" ) . 
but this one has a special place in my heart . 
this doesn't mean it's good or that i even liked it . 
this was the last movie i watched with my deceased uncle , and we had one hell of a time ripping it apart a la "" mystery science theatre 3000 , "" and this was a couple years before i had heard of "" mystery science theatre 3000 . "" 
in this one , seagal plays a worker for a mining factory set in alaska and run by the greased-up typical shallow villain , this time played by an oscar-winner to give the movie some more clout - michael caine . 
it seems that caine wants to do something with his oil factory that includes him dumping oil all over inuit land . 
around the 20-30 minute point , seagal speaks up to him in what seems to be the typical speech to all the vain entrepeneurs ( what with his new "" fire down below , "" another "" message film "" ) , and caine has him bumped off . . . or 
does he ? 
seagal is rescued by some inuits , and falls in love with one of them , played by joan chen , who can act , hypothetically , but , for some reason , not here . 
one of caine's cliched henchmen ( played here with a lot of overacting by john c . mcginley ) shoots the cheif of the inuit clan , and chen and seagal go on a voyage to take down the oil factory . . . literally , 
of course . 
at one point , seagal gives a wonderfully hysterical speech about how he doesn't have any options but blow stuff up . 
he even goes as far as to say , "" i don't want to kill someone , "" and in the same breath , he asks some guy where the arsenal is . 
i have no problem with violence . 
i'm a huge john woo fan , but he paints his films with suspense , skill , style , depth , characterization , and just plain cool violence . 
in the films of seagal , the suspense mainly consists of the baddie attacking him stupidly , and him either wounding or killing them . 
at some points , they use the cliche of the talking villain , where the villain has the advantage , can shoot seagal , but begins talking by either telling him his big secret plan , or saying a corny line , to which seagal says something hokey back , and has had enough time to devise of a way to do away with them , and does . 
this would be okay if there were any suspense or if it didn't take itself seriously at all , like in the case of this summer's "" con air . "" 
but seagal is serious about his skill , and of course , his message . 
i wouldn't mind if this was a message film in the way that they present it to you with evidence . 
but seagal has no idea how to present a film where the message is subtle , not pounded into the viewer's mind . 
the villain is totally shallow and cartoonish , thus we can't take him and his motives seriously , and while seagal talks about being kind to the environment , he also goes ahead and blows up a square mile of rig , and kills some workers who were just doing his job . 
then at the end , he spends a good 10 minutes giving a speech , just in case you didn't get the message from the trailers . 
what seagal doesn't realize is that no one takes his films seriously ( although maybe a couple do ) and any message he has is no only redundant , but doesn't comfortably fit in his film , which is filled to the brim with hokey violence , crap suspense , stupid melodrama , and characters who have about as much emotional depth as a petri dish . 
as far as seagal and his acting , he's rather boring . 
he squints , he kills . 
period . 
nothing else . 
oh , yeah , there's corny one-liners ( "" i'm gonna reach out and touch someone ! "" ) . 
of course , he's the star , and we're supposed to root for him and all , so he makes all the villains unbelievably stupid and a bunch of jerks . 
michael caine , who's a great actor , is just supposed to yell and look cold . 
he does it well , i guess , but this is no "" alfie . "" 
of coure , no one was expecting that caliber of performance from him . 
his big henchman , john c . mcginley is kinda boring as well , but is not horrible . 
and we even get a small performance from that god of drill sergeants on celluloid , r . lee ermey ( from "" full metal jacket "" ) as a hired assasin squad leader who gets to say the obligatory speech about how dangerous seagal is , just for the movie trailers and for seagal's ego . 
and also , look for billy bob thornton as one of ermey's assasins . 
anyway , to conclude this all , to judge one of seagal's movies is to judge all of them ( except for "" under siege "" and "" executive decision , "" though the latter is not really a "" seagal movie "" ) . 
they all have this same formula , they all have the same action , same villain , same plot , but this one has that message , which makes it more excrucitating to watch . 
i mean , if you do rent it , and i don't reccomend you do , make sure you just skip the last 10 minutes . 
but i have to put it to seagal for creating a film so bad , that the last film i viewed with my uncle was a pleasurable one . 
my ( extra star for the fun it is to watch and mock ) 
"
pos	" "" desperate measures "" was something i was excited about seeing back when it was originally scheduled to be released : summer '97 . 
for some reason , it was delayed until hollywood's traditional dumping ground : january . 
now that it's out , i see no real reason for that delay , as it's a simple yet highly entertaining film . 
michael keaton stars as a maniacial murderer who's bone marrow can save the life of the dying son of a san francisco police detective ( garcia ) . 
keaton agrees to the transplant , only so he can attempt escape . 
he succeeds , in a plan that of course could only work in the movies . 
the police force is now trying to kill keaton , while garcia is working against them trying to keep keaton alive in order to save his son . 
the film definately has it's flaws . 
the plot is strictly tv movie of the week fare , but the acting and direction certainly boost it far above that status . 
also , after keaton's escape , garcia's captain barks at him "" how many men have to die to save your kid's life ? "" 
which the film treats as such an evil and insignificant remark . 
the thing is , it's a vaild point . 
how many people have to be needlessly crippled , burned , and killed just to save this one child ? 
what's the greater good here ? 
many lives or one life ? 
if movies really had guts nowadays , i would have loved to have seen this movie come down to a final choice for garcia's character . 
place him in a situation where he knows that he has to kill keaton because keaton is about to kill someone else . 
alas , movies these days generally have no such ambition to pull the audience's strings in ways which might make the uncomfortable . 
despite a few silly moments ( and one or two really stupid ones ) , the good things about "" desperate measures "" outnumber the bad . 
the main highlight would be keaton's performance . 
the character could have easily been an overacting , scene chewing freak , but keaton underplays it nicely . 
he's not as menacing as he was in "" pacific heights "" or even as menacing as he was in "" batman "" ( yes kids , batman used to be a dark character ) , but you certainly get the idea that he's evil . 
even the final scene of the film , which normally i would just hate , seems strangely appropriate for this film . 
so much so that i didn't mind it in the slightest . 
and another bonus : the film takes place in san francisco , which usually means a car chase on those hills that you've seen a billion times before . 
and for a moment , it looked as though it was about to happen . 
but it doesn't , and that's creative . 
[r] 
"
pos	"you may not have heard of lucas , or if you have , you might not think much of it . 
probably because it stars corey haim , or maybe because it's about a little geek who collects insects , or maybe because it doesn't feature slick one-liners or the chart topping soundtrack albums that were almost a requirement for teen films in the 80's . 
however , you have been missing out on a true masterpeice , the best film of 1986 , and the best film about adolescent life ever made . 
corey haim stars as lucas bligh , a tiny 14 year old with scruffy hair , thick glasses , and an interest in insects and other outdoor life . 
one day he stops by the tennis courts and sees what must be an angel to him . 
her name is maggie , a 16 year old who certainly is a beauty , with lovely red hair and a sweet , innocent complexion . 
maggie seems to be a little disturbed by this little kid watching her , but somehow he interests her , and soon they are talking and getting to know one another . 
they gradually become good friends , and spend the summer together doing various things , such as studying insects ( namely locusts , who come out of hiding once every 17 years ) , playing tennis , and listening to a symphony orchestra through a manhole cover . 
lucas is obviously in love with maggie , and while she is charmed by him , it's clear that she would never consider him anything more than a very good friend . 
this is not clear to lucas , however . 
he still beleives that maggie is his soulmate , and he dreads the impending start of school because he knows what's about to happen . 
we soon find out why in a painful scene where lucas is humiliated by the jocks during a pep rally . 
they throw him on stage , right in front of his beloved maggie . 
surprisingly , he turns the tables on the jocks with some clowning around , but he takes it too far , and is embarassed in front of the entire school . 
the next scene is brilliant . 
maggie follows lucas outside of the pep rally . 
she tries to talk to him as if nothing happened . 
he rails back against her , in a cruel unfair fashion . 
in lesser movies this would've turned into a confrontation between the two characters . 
but maggie is written smarter than that . 
she understands what lucas is feeling and knows exactly what to say to console him . 
next we are introduced to another great character named cappie ( charlie sheen ) . 
he is a jock with a typical cheerleader girlfriend . 
what's interesting about him is that he sticks up for lucas and protects him from the other jocks . 
of course anyone with a brain can tell what's gonna happen next . 
cappie will cause conflict in maggie and lucas' relationship . 
this begins in classic scene in the school laundry room when cappie and maggie are alone . 
she's been assigned to show him how to operate the washer/dryer so he can clean his shirt . 
maggie is charmed by cappie's tender undertsanding demeanor , not to mention his shirtless body . 
this scene is so delicate and sweet , but cappie still has a girlfriend , preventing either one from acting on their desires . 
desperately trying to puncture the tension , cappie begins to kick basketballs around the room . 
it's not long before cappie does break up with his girlfriend ( in the films only subpar scene ) . 
lucas finally figures out what's going on when he tries to pick maggie up for the dance . 
this causes him to take severe actions to prove himself to maggie and himself , such as try out for the football team . 
the last third of the film revolves around this attempt . 
while the idea seems cliched , the way it is executed is not . 
there are many surprises during the last half hour which lead to an ending so emotionally involving it should make the most heartless of cynics get choked up . 
dave grusin's memorable score , played at the perfect moments , certainly helps . 
lucas is filled with great performances . 
forget everything you know about corey haim . 
back in 1986 he had talent , and that is proven here as he delivers a perfect fully 3-dimensional performance filled with anger , humor , and pain . 
kerri green is very appealing as maggie , showing us why she cares about lucas so much and why he is so attracted to her . 
sheen's cappie is almost too good to be true , but sheen makes him beleivable , especially when he explains the reason why he protects lucas . 
there are other wonderful minor characters such as ciro popitti's ben , a friend of lucas , whose diminutive stature does not mean he will take crap from the jocks . 
also turning up in a few key scenes is winona ryder as rina , the girl who admires lucas from afar . 
when people talk about the great teen angst films of the 80s , you hear john hughes this and john hughes that . 
lucas seems to be lost among the crowd of his so-called classics . 
but hopefully , like with heathers and say anything , lucas can begin to find it's own loyal following and help people realize there were more to the 80s than anthony michael hall and molly ringwald . 
it deserves more than that , but i don't want to be greedy . 
"
pos	"hedwig and the angry inch ( 2001 ) john cameron mitchell , miriam shor , stephen trask , michael pitt , theodore liscinski , michael aronov , andrea martin , maurice dean wint , ben mayer-goodman . 
animation by emily hubley . 
adapted from the stage play by john cameron mitchell and stephen trask . 
music and lyrics by stephn trask . 
written and directed by john cameron mitchell . 
91 minutes . 
rated r , stars ) 
had "" hedwig and the angry inch "" came out in the '70s , right after david bowie's "" ziggy stardust , "" it likely would now be regarded as one of the most popular rock musicals of all time . 
released in the 500 channel , sensory overload world of 2001 , however , the big screen adaptation of the acclaimed off-broadway musical must do battle with countless other productions clamoring for attention . 
i almost missed it . 
every august , the major studios try to squeeze the last few dollars out of summer moviegoers by dumping all of their shakier offerings on the marketplace at once . 
i was so busy trying to keep up with national releases like "" summer catch "" and "" bubble boy "" that i passed over any independent film that looked like it would only have a short local run . 
but an e-mail from a reader asking why i hadn't reviewed the movie prompted me to make a late evening trip to the theater . 
thank goodness for readers like him . 
 "" hedwig and the angry inch "" is a gender-bending glam-rock spectacular packed with great songs . 
stylistically , the hook-laden tunes are reminiscent of bowie , "" bat out of hell "" era meatloaf and "" the rocky horror show , "" without ever seeming like imitations . 
as with "" tommy , "" "" hedwig "" tells a story of isolation , pain and defiance , but without the bloated feel of that beloved , but overrated rock opera . 
writer-director-star john cameron mitchell and composer-lyricist stephen trask have cooked up a real winner . 
mitchell stars as hedwig , a singer from east berlin touring a chain of u . s . coffee shops with her pan-slavic band , the angry inch . 
while the patrons of the run-down restaurants look on in shock , and sometimes horror , hedwig boldly tells the sad story of her life in song . 
she was once a boy named hansel ( ben mayer-goodman ) , living with his mother ( alberta watson ) and listening to rock and roll on american armed forces radio . 
life is an exercise in duality for hansel . 
a wall splits his hometown into two parts . 
mother describes love as the emotion that comes when you find your other half . 
as hansel grows up , the duality becomes more pronounced . 
after initially mistaking him for a girl , a gi from the states ( maurice dean wint ) falls in love with hansel and wants to marry him . 
alas , hansel will never pass the mandatory physical . 
mother helpfully suggests a sex change , but the operation goes bad , hence the references to "" the angry inch "" ( yes , i know this part is squirm-inducing , but stick with me - it's worth it ) . 
several years later , mr . right is long gone and hansel becomes hedwig , decked out in a farrah fawcett-style wig and fronting a band made up of korean women . 
hedwig finds a new love in tommy ( michael pitt ) , a beatific lad with a unique take on christianity . 
but tommy does hedwig wrong , stealing her songs and becoming a superstar . 
cut to the present . 
tommy gnosis' stadium tour is thriving and hedwig is suing him . 
despite warnings from her manager ( andrea martin ) that she could easily be labeled a stalker , hegwig and her new band , the angry inch , continue their coffee shop tour , shadowing the thief by playing whatever city he is in . 
if this sounds like a bizarre premise for a rock musical , take a few seconds and consider the plotlines of "" tommy "" and "" rocky horror . "" 
as hedwig , john cameron mitchell does a magnificent job taking a character that could have simply been a caricature or an icon and turning her into a compelling human being . 
mitchell has world-class style and vocal chords to match . 
even though the backstory is unusually strong , mitchell never forgets that the production is first and foremost a rock musical . 
everything is propelled by one terrific song after another and , trust me , these are full-fledged rock songs , not the over-processed fluff that passes for rock in most musicals . 
while mitchell remains in the center of the stage throughout the film , there is much of interest on the sidelines . 
miriam shor does fine work as yitzhak , hedwig's lover and bandmate , conveying a great deal through expressions alone . 
decked out in a bandanna and a surprisingly convincing beard , she makes a mighty attractive man . 
as always , "" sctv "" veteran andrea martin is a welcome presence onscreen and michael pitt is beguiling as tommy , the angelic-appearing little rat . 
artist emily hubley adds to the magic with a string of dandy animated sequences that charm the eye while underlining the central themes of the musical . 
 "" hedwig and the angry inch "" surrounds a weird , funny and touching story with a knockout series of songs performed by an exceptional cast . 
true originals do not come along very often ? don't let this slip out of town without seeing it . 
"
neg	" "" i would appreciate it if you didn't do that again . "" 
starring jet li , bridget fonda , tch ? ky karyo , burt kwouk . 
directed by chris nahon . 
rated r . 
it's no secret that martial arts film often use their plot simply to get from one action sequence to another . 
when the fight scenes are enough to justify paying admission , there is no problem with this , as in most jackie chan projects and a lot of the hong kong actioners . 
when they aren't , well , we're in bad shape . 
kiss of the dragon , jet li's second consecutive american misfire , plays like one big miscalculation , and fails even as the most rudimentary entertainment . 
now before i start getting e-mails angrily touting the genius of jet li , let me explain myself . 
li is as spectacular as ever here , and i don't think anyone would ever dare call his martial-arts-star skills into question . 
the problem isn't with him , it's with the movie's tone . 
the much touted fight-scenes here are filmed with such unflinching , unrelenting brutality that they are unpleasant to watch . 
they're joyless , perfuctory ; li's rogue chinese detective is more of a killing machine than a hero , a terminator with a black belt instead of a metal skeleton . 
but even the terminator in judgement day had a sympathetic side . 
the plot isn't relevant , but if you're curious , it's some nonsense about a chinese law enforcement officer ( li ) sent to paris to investigate a possible drug ring and encounter a corrupt chief of police ( tcheky karyo ) , who kills people and does sinister things with no motivation whatsoever . 
oh yeah , and li's character is also an acupuncture expert who is able to ease pain and/or kill at the touch of a needle . 
 "" kiss of the dragon "" is the name of an acupuncture maneuver , in which you stick a needle in a precise location on the back of the victim's neck , somehow redirecting all of the body's bloodflow to the brain and killing the poor sap more or less immediately . 
there's a vague attempt to humanize li by having him fall in love with a downtrodden prostitute , whose daughter is being held hostage , for some reason , by the villain . 
this is one of the worst love stories i have ever seen on screen , even worse than the one in pearl harbor . 
there's no conviction whatsoever as the movie barely pays lip service to it ; it's only here because someone apparently thought there should be some kind of boy-meets-girl subplot . 
kiss of the dragon was written by luc besson , whose screenplay the messenger : the story of joan of arc , for all of that film's flaws , was at least thoughtful . 
i don't know why the guy got himself involved in this train wreck , but perhaps he wanted to so something more mainstream after the neverending weirdness of the fifth element and the aforementioned stylized biopic . 
i suppose you could call this mainstream , but i'll choose the bizarre any time of the day . 
if action scenes in a movie are going to be brutal instead of dazzling , you need a story to justify watching them . 
the filmmakers behind kiss of the dragon should have rethought their strategy . 
no one will walk out of this misbegotten project smiling , but i hear rush hour 2 is coming in just a few weeks . 
"
neg	" "" what is this , a homicide or a bad b-movie ? "" 
that is the prophetic question asked by one of the leads in one of the early scenes of this movie . 
let me clear things up for you cupcake , this isn't a bad b-movie , it's a really bad b-movie . 
so bad , it's almost good . 
almost , but not quite . 
the movie starts off in the 1950's with space aliens sending a botched experiment down to earth . 
it is a bunch of slug-like creatures that kill people and take over their bodies . 
the slugs' first and only victim in the fifties is cryogenically frozen where he is of no danger to anybody . 
that is , until two loser university students unfreeze him in 1986 . 
he , and the slugs inside him , promptly begin wreaking havoc and turning more co-eds into slug zombies . 
a slightly crazed cop ( tom atkins ) and the requisite girl with the face of an angel ( jill whitlow ) join these two geeky university students ( jason lively and steve marshall ) to do battle with the slugs . 
it more or less falls on the four of them to make the world safe again from the evil slugs . 
the acting is bad with a capital b . the story is worse . 
and the special effects are somewhere between an old rerun of star trek and what you see in a home movie . 
the only saving grace was the requisite tit-shot courtesy of jill whitlow . 
it had absolutely nothing to do with the story -- but i liked it . 
actually , it was the high point of the movie for me . 
of course , that isn't really saying much . 
the story moves around in a hap hazard fashion . 
which gives it a leg up on some other horror films . 
unlike most movies of this genre , there actually is a story . 
not a great one , but it is there . 
this is one in a long line of movies from the 1980's that were thrown together to capitalize off the success of the friday the 13th , halloween and nightmare on elm street movies . 
you could randomly select a movie out of the horror section of you local video store and probably luck into something just as good if not better . 
but night of the creeps might make a nice addition to a b-movie horror marathon . 
just don't be too upset if you can't find it . 
you really won't be missing that much . 
"
